""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent_orig"	"response_agent"	"proterm_and_extra"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD4+/Ki67+"	"CD4-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"7"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"16"	"122"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD8+/CD28+"	"CD8-positive, alpha-beta T cell"	"& CD28+"	"cell type frequency"	"down"	"none"	"7"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"16"	"122"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD8+/Ki67+"	"CD8-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"7"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"16"	"122"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"Monocytes (CD14+)"	"CD14-positive monocyte"	"& CD14+"	"cell type frequency"	"down"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"17"	"123"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"natural killer cell"	"& CD20-, NKG2-A/B-activating NK receptor+"	"cell type frequency"	"down"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"17"	"123"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD4+/Ki67+"	"CD4-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"17"	"123"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD8+/Ki67+"	"CD8-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"17"	"123"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"plasmacytoid dendritic cell"	"plasmacytoid dendritic cell"	""	"cell type frequency"	"up"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"18"	"124"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+"	"B cell"	"& CD3 epsilon-"	"cell type frequency"	"up"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"18"	"124"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+/IgD-IgM+/CD27+"	"IgM memory B cell"	"& CD3 epsilon-, CD27+"	"cell type frequency"	"up"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"18"	"124"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells Cd14-/CD3+/CD4+/IL2+/ENV"	"CD4-positive, alpha-beta T cell"	"& CD14-,IL2+"	"cell type frequency"	"up"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"18"	"124"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20/CD3-/NK)"	"natural killer cell"	"& CD20+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20-/CD3-/NK/NKG2A+)"	"NKGA2-positive natural killer cell"	"& CD20-"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"natural killer cell"	"& CD20-, NKG2-A/B-activating NK receptor+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3+/CD4+/CD28+"	"B cell"	"& CD3 epsilon+, CD4+, CD28+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD4+/Ki67+"	"CD4-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD8+/Ki67+"	"CD8-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"28d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"19"	"125"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"DC (NK-/CD123)"	"dendritic cell"	"& CD123+"	"cell type frequency"	"up"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"20"	"126"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+"	"B cell"	"& CD3 epsilon-"	"cell type frequency"	"up"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"20"	"126"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+/IgD-IgM+/CD27+"	"IgM memory B cell"	"& CD3 epsilon-, CD27+"	"cell type frequency"	"up"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"20"	"126"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+/IgD-IgM-/CD27+"	"IgD-negative memory B cell"	"& CD3 epsilon-, CD27+"	"cell type frequency"	"up"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"20"	"126"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD14-/CD3+/CD4+/IL2+/NS1"	"CD4-positive, alpha-beta T cell"	"& CD14-,IL2+"	"cell type frequency"	"up"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"20"	"126"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20/CD3-/NK)"	"natural killer cell"	"& CD20+"	"cell type frequency"	"down"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"21"	"127"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20-/CD3-/NK/NKG2A+)"	"NKGA2-positive natural killer cell"	"& CD20-"	"cell type frequency"	"down"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"21"	"127"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"natural killer cell"	"& CD20-, NKG2-A/B-activating NK receptor+"	"cell type frequency"	"down"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"21"	"127"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD4+/Ki67+"	"CD4-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"21"	"127"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"T cells CD3+/CD8+/Ki67+"	"CD8-positive, alpha-beta T cell"	"& pKI-67+"	"cell type frequency"	"down"	"none"	"26"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"26d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"21"	"127"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"CD11c-positive DC cell"	"dendritic cell"	"& CD11c+"	"cell type frequency"	"up"	"none"	"86"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"22"	"128"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"plasmacytoid dendritic cell"	"plasmacytoid dendritic cell"	""	"cell type frequency"	"up"	"none"	"86"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"22"	"128"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"B cells CD3-/CD19+CD20+"	"B cell"	"& CD3 epsilon-"	"cell type frequency"	"up"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"14d-0d"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"23"	"129"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"DC HLA-DR+CD11c+"	"dendritic cell"	"& CD11c+"	"cell type frequency"	"down"	"none"	"14"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"24"	"130"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"DC HLA-DR+CD11c+"	"dendritic cell"	"& CD11c+"	"cell type frequency"	"down"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"25"	"131"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells NK/P815"	"natural killer cell"	""	"cell type frequency"	"up"	"none"	"7"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"26"	"132"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells NK/CD107a+/K562"	"natural killer cell"	"& CD107a+,K562 cell-derived leucine-zipper-like protein 1"	"cell type frequency"	"up"	"none"	"28"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"27"	"133"
""	"20171016-hipciof_ctf_28687661"	"2017.10.16"	"hipciof_ctf_10"	"peripheral blood mononuclear cell"	"NK cells NK/TNFa+/K562"	"natural killer cell"	"& TNF-a+, K562 cell-derived leucine-zipper-like protein 1"	"cell type frequency"	"up"	"none"	"86"	"Days"	"Yellow fever virus 17D"	""	"YF-17D"	"VO_0003134"	""	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"adults (25-42)"	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=28687661"	"28"	"134"
